Identifier,Company Name,Country of Exchange,"Company Market Cap(USD)","Historic P/E(FY0)","Total Debt to Total Equity, Percent(FY0)",Enterprise Value To EBITDA (Daily Time Series Ratio),Enterprise Value To Sales (Daily Time Series Ratio),P/E (Daily Time Series Ratio),Total Debt To Enterprise Value (Daily Time Series Ratio),"Enterprise Value (Daily Time Series)(USD)",Price To Book Value Per Share (Daily Time Series Ratio),"Quick Ratio(FY0)","Current Ratio(FY0)","Total Assets, Reported(FY0, USD)",Dividend yield,"Revenue(FY0, USD)","Net Income After Taxes(FY0, USD)","Capital Expenditures(FY0, USD)","Retained Earnings, TTM(FI0, USD)"
PTS.HN,Petrolimex Haiphong Transportation and Services Join Stock Co,Vietnam,1395488.72,9.37,0,7.16,0.4,8.91,0.74,4407636.43,0.36,1.61,2.31,5586151.94,0.07,11068740.88,158577.81,-431921.45,151531.62
SCC.HNO,SongDa Cement JSC,Vietnam,304124.6,,0,,,,,304451.61,,2.13,2.82,1837707.8,0,1678634.49,-158513.87,,
VNC.HN,Vinacontrol Group Corp,Vietnam,14661039.74,12.99,0.1,6.98,0.7,12.86,0.06,14047269.96,2.18,1.7,1.73,12364861,0.06,19467275.59,1193390.9,-1678961.06,350813.03
SAF.HN,Safoco Foodstuff JSC,Vietnam,16832810.37,15.35,0,8.37,0.39,15.02,0,13817635.58,3.46,1.93,3.27,6169010.78,0.06,32819810.07,1179424.51,-162276.41,1124903.8
SD6.HN,Song Da 6 JSC,Vietnam,18829954.04,7.88,0.99,6.28,0.82,8.65,0.56,38793074.22,0.82,0.57,1.04,62211847.5,0.15,55121532.76,2808373.79,-158671.85,2202588.07
RCL.HN,ChoLon Real Estate JSC,Vietnam,4984268.07,9.2,0,7.57,0.9,9.12,0.07,2956655.34,0.67,1.48,3.07,11893628.77,0.07,5627583.12,828228.48,-57491.24,576165.01
VFR.HN,Transport and Chartering Corp,Vietnam,8727175.08,,0.97,51.82,1.16,,0.63,17096548.51,0.73,1.12,1.13,27312997.77,,16162604.54,-468391.24,-46394.51,-466601.73
S99.HN,SCI JSC,Vietnam,9107590.4,6,0.49,,2.69,11.68,1.04,9445560.08,0.47,2.01,2.53,37949983.9,0,5547467.88,1265033.44,-1537318.96,698918.04
L43.HN,Lilama 45.3 JSC,Vietnam,783208.02,70.29,1.76,7.89,0.93,75.21,0.92,6770859.3,0.21,0.5,1.09,15355051.73,0,7392631.93,10725.52,-42032.5,9615.07
VKP.HNO,Vikyplastic JSC,Vietnam,179018.98,,2.45,,,,,179211.47,,0.55,0.84,13946851.45,0,8614192.87,-1833150.45,-5978.66,
ONE.HN,One Communication Technology Corp,Vietnam,2526459.59,5.75,2.5,7.04,0.3,6.29,0.86,7557972.55,0.7,0.72,1.22,17680933.33,0,24509893.91,422985.89,-10296.43,383236.75
SD4.HN,Song Da 4 JSC,Vietnam,5024615.11,5.03,3.2,6.88,0.75,4.85,0.85,26906918.64,0.77,0.68,1.06,42603141.62,0.13,38231646.02,1111821.54,-865983.92,1078031.19
TC6.HN,Vinacomin Coc Sau Coal JSC,Vietnam,9773454.14,8.27,1.41,2.58,0.21,12.15,0.71,33918936.03,0.67,0.09,0.35,58748309.57,0.04,171488226.2,1846289.69,-15776745.49,821446.42
KMR.HM,Mirae JSC,Vietnam,15312596.18,112.71,0.21,5.96,1.23,30.61,0.25,20160968.48,0.69,0.77,1.92,29874468.75,0,15796912.67,85329.99,-2897583.42,577599.28
DDM.HNO,DongDo Marine JSC,Vietnam,438399.39,,,,,,1,34378609.56,-0.02,,,43261736.55,0,26166399.98,,-54013.09,
CTC.HN,CTC Gia Lai JSC,Vietnam,3859616.67,14.31,1.47,9.57,1.53,18.22,0.65,10108132.62,0.87,0.34,0.67,12568205.33,0.03,6578283.65,215276.46,-1195467.56,210607.83
TV4.HN,Power Engineering Consulting JSC 4,Vietnam,9042381.73,8.25,0.02,7.31,1.49,9.17,0.03,8765835.32,1.16,1.62,1.86,10718563.9,0.09,6251891.9,1002930.57,-144724.85,997169.57
CNT.HNO,Construction and Materials Trading JSC,Vietnam,621244.92,,9.87,,,,,710757.63,,0.67,0.88,66049017.26,0,78091075.99,-4269653.82,-50973.63,-4094740.53
MMC.HNO,Manganese Mineral JSC,Vietnam,196235.9,,0.48,,6.37,,0.55,439513.13,0.39,0,2.36,900100.61,0,68541.2,-484023.3,-1957.3,-484023.3
VNS.HM,Vietnam Sun Corp,Vietnam,81088454.46,7.31,0.63,3.19,0.59,6.57,0.38,116142591.1,1.22,0.63,0.64,123778786.5,0.08,189153193.5,14650627.33,-35132670.11,12519028.64
VE1.HN,Vneco1 Electricity Construction JSC,Vietnam,997034.01,6.27,0.01,3.87,0.39,6.59,0,799436.46,0.73,2.82,3.2,1821439.7,0,2068467.71,166500.49,-83812.17,146322.15
VCG.HN,Viet Nam Construction and Import Export Joint Stock Corp,Vietnam,262923019.6,12.78,0.73,7.26,1.24,15.16,0.46,431186099.9,0.98,0.78,1.05,922139714.3,0.05,357037537.1,23293046.08,-19362296.72,17145221.39
SZL.HM,Sonadezi Long Thanh Shareholding Co,Vietnam,17829426.69,11.31,0.02,-0.17,-0.05,10.13,,-457630.76,0.91,4.57,5.4,57239721.94,0.07,8443526.99,2038346.08,-4981184.07,2154274.03
VNA.HM,Vinaship JSC,Vietnam,2506265.66,,4.37,30.55,1.09,,1.01,33985474.94,0.31,0.44,0.54,46972294.69,0,30930733.29,-1766298.98,-2411.03,-1361589.92
DCL.HM,Cuu Long Pharmaceutical Joint Stock Corp,Vietnam,41419269.6,5.19,0.26,7.39,1.17,10.06,0.16,36975182.38,1.53,1.88,2.84,34725258.69,,29784905.97,2696625.47,-555689.62,3072129.83
CCM.HN,Can Tho Mineral and Cement JSC,Vietnam,3088074.65,19.68,0.7,7.89,0.45,41.54,0.6,6191528.62,0.57,0.8,1.33,10817403.38,,13746167.61,166137.1,,68684.89
VC5.HNO,Construction No5 JSC,Vietnam,447547.44,,23.67,,2.05,,0.98,15335962.98,0.99,0.54,1.19,25499710,0,7744556.39,-2418807.72,0,-2357463.86
STL.HNO,Song Da Thang Long JSC,Vietnam,2483888.29,,,,,,0.98,130339845.2,-0.04,0.28,0.66,241942719.6,0,13748884.7,-45360674.08,-3447.91,
SPP.HN,Sai Gon Plastic Packaging JSC,Vietnam,5836226.28,13.49,2.19,7.85,0.79,11.46,0.83,28937306.32,0.55,0.43,1.14,37365388.04,0,36185339.66,456004.91,-68146.67,452253.07
TPP.HN,Tan Phu Plastic JSC,Vietnam,7035192.48,7.48,1.77,4.3,0.37,8.86,0.65,13808852,1.57,0.81,1.23,13539415.48,0.03,38794233.81,775645.47,-959821.57,514278.53
BLF.HN,Bac Lieu Fisheries JSC,Vietnam,850340.14,9.39,4.47,6.32,0.35,,1,15601285.89,0.25,0.43,1,28994028.85,,39027871.56,116203.28,-737523.55,39877.25
KKC.HN,Produce and Trading Metal JSC,Vietnam,2919037.33,,0.82,,0.25,,0.81,5708798.21,1.05,0.85,1.58,5598600.66,0,21907160.9,-1007301.02,-134221.4,-452079.97
THT.HN,Vinacomin HaTu Coal JSC,Vietnam,7917141.14,13.43,0,1.46,0.07,15.54,0,7432378.46,0.63,0.27,0.65,32933604.57,0.07,102973799.7,1139159.66,-5620353.16,496563.5
HLA.HNO,Huu Lien Asia Corp,Vietnam,924892.4,,,,1.19,,1.09,29718812.45,-0.05,0.57,0.71,49527452.95,0,88550543.93,-22446041.08,-24127.68,-14826916.74
OPC.HM,OPC Pharmaceutical JSC,Vietnam,40215055.85,10.98,0.03,7.92,1.34,12,0.04,40476289.9,1.95,1.08,2.72,26318999.49,0.05,29502376.43,3127956.7,-1128847.54,796595.85
DC4.HN,DIC No4 JSC,Vietnam,1899519.77,10.95,0.73,4.18,0.27,5.35,0.45,3351015.35,0.5,0.83,1.52,10441841.96,0.06,11288860.49,205960.01,-158531.21,168309.52
DHT.HN,HaTay Pharmaceutical JSC,Vietnam,12228221.07,6.71,1.09,6.8,0.43,7.64,0.39,19035237.13,1.79,0.58,1.41,19420161.14,0.07,41840372.66,1800704.46,-504517.81,1598542.7
SSM.HN,Steel Structure Manufacture JSC,Vietnam,3277061.39,5.03,0.28,6.02,0.36,6.07,0.34,3862374.33,0.83,1.78,2.17,6420881.36,0.12,11701821.42,599673.07,-60876.1,345284.56
TBX.HN,Thai Binh Cement JSC,Vietnam,675921.95,,1.36,5.05,0.59,10.49,0.66,1972133.61,0.7,0.82,1.07,2897561.64,0,3363716.31,67308.69,-19832.3,64668.27
KSH.HM,KSH Investment and Development JSC,Vietnam,4519897.96,18.31,0,16.98,1.04,16.62,0,4447017.67,0.35,145.1,145.1,13162473.88,0,4478319.46,302871.5,-1848.06,269608.34
THB.HN,Thanh Hoa Beer JSC,Vietnam,10226074.11,27.7,0,5.44,0.32,,0,7337030.9,1.14,1.22,1.54,16079841.89,0.05,23794148.36,657807.28,-275818.49,-312896.32
LCG.HM,Licogi 16 JSC,Vietnam,19451433.16,35.42,0.45,26.76,0.95,38.35,0.49,37068193.52,0.44,0.91,1.2,100645275.5,0,45390368.07,674825.93,-3135686.37,510391.39
TDN.HN,Vinacomin Deo Nai Coal JSC,Vietnam,7375581.81,10.93,1.13,2.76,0.26,15.51,0.7,26732317.65,0.58,0.13,0.48,45904900.23,0.06,107914888.4,848337.66,-6622516.43,523293.13
TCS.HN,Vinacomin Cao Son Coal JSC,Vietnam,6645737.88,14.13,2.7,3.6,0.31,13.77,0.88,55333081.89,0.56,0.12,0.38,89122395.34,0.04,189203849.8,778556.36,-29349018.63,242882
TRA.HM,Traphaco JSC,Vietnam,174691911,13.38,0.02,10.37,1.69,20.47,0.01,151773723.9,4.56,1.93,2.88,57674529.05,0.02,87811469.67,9059938.7,-2298561.92,7806814.51
L61.HN,Lilama 69-1 JSC,Vietnam,3390708.92,5.05,3.01,8.17,0.51,4.6,0.88,20234202.76,0.52,0.56,1.01,37435187.85,0,38383759.37,758506.25,-1563877.02,635561.32
MKV.HN,Cai Lay Veterinary Pharmaceutical JSC,Vietnam,2528662.25,23.48,1.28,9.49,1.27,54.99,0.43,4352640.32,1.14,0.69,0.97,3487262.58,0,3437845.38,46355.42,-141372.19,34269.49
HSG.HM,Hoa Sen Group,Vietnam,377352249.6,7.83,1.89,5.42,0.69,9.01,0.38,525332209.6,2.2,0.29,0.93,420124338.9,0.04,776417230.1,29054093.8,-32711722.61,45584945.19
SD8.HNO,Song Da 8 JSC,Vietnam,225563.91,,,,,,,225806.45,,0.25,0.79,11956494.18,,9240901.7,-1716707.36,-23399.8,
VGS.HN,Vietnam Germany Steel Pipe JSC,Vietnam,21430541.67,4.69,0.71,6.38,0.21,7.02,0.46,36717859.95,0.81,0.73,1.11,48366830.04,0.08,152512928.3,2042191.41,-1964992.83,2880376.44
PVA.HNO,PetroVietnam Nghe An Construction Joint Stock Corp,Vietnam,977712.14,,3.27,,,,,978763.44,,0.59,1,73227855.13,0,9822308.17,-2803048.47,,-1552974.9
BST.HN,Binh Thuan Book and Equiment JSC,Vietnam,639992.84,10.81,0.04,3.37,0.17,11.93,0.07,359888.77,1.11,2.68,3.4,804688.36,0.09,2143276.35,71760.55,0,25632.26
PJC.HN,Petrolimex Ha Noi Transportation and Trading JSC,Vietnam,3270554.18,,0.1,1.9,0.08,5.43,0.16,3015782.52,0.9,0.8,0.96,7494552.5,0.09,39275319.88,601639.3,-1486634.34,669054.63
V11.HNO,Viet Nam Construction JSC No11,Vietnam,375934.88,,1.7,23.76,1.26,5.07,0.93,4491347.03,0.13,0.51,0.52,21354587.06,0,2315948.27,-432267.66,,-432267.66
HAG.HM,Hoang Anh Gia Lai JSC,Vietnam,275743573.6,16.97,1.9,20.9,4.98,36.55,0.79,1600917974,0.42,0.72,1,2189874941,0,278133742.6,26795415.7,-353478172.8,10614850.43
PVG.HN,PetroVietnam Northern Gas JSC,Vietnam,9924758.32,9.32,1.01,9.64,0.21,9.04,0.75,24604379.58,0.57,0.71,0.74,58631011.87,0.08,121745691.7,1083682.44,-8010738.09,1143683.61
SVI.HM,Bien Hoa Packaging Co,Vietnam,22871673.21,6.53,0.78,5.03,0.46,8.73,0.34,27800082.45,1.66,1.03,1.36,33754234.54,0.05,59670048.63,3083904.31,-1960296.68,1567827.75
QTC.HN,Quang Nam Construction Transportation JSC,Vietnam,2839688.51,7.06,0.13,2.9,0.32,6.76,0.1,2079473.44,1.35,1.23,1.56,3472545.22,0.08,5825779.66,365803.6,-1041468.9,421705.47
VCC.HN,Vinaconex 25 JSC,Vietnam,4323308.27,4.66,1.19,5.82,0.29,4.65,0.77,12778662.46,0.94,0.8,1.05,24849705.97,0.14,44735378.25,1093550.01,-715531.17,926340.04
SEB.HN,Mien Trung Power Investment and Development JSC,Vietnam,29538131.04,11.73,1.71,8.26,6.21,11.43,0.38,52956767.88,2.43,0.37,0.38,41095433.24,0.06,8986388.86,3297763.01,-1682930.96,2593646.96
MTG.HNO,MT Gas JSC,Vietnam,1074113.41,,,,0.23,,1.24,3691366.53,0.21,,,11428639.39,0,13023707.58,,-5450.42,-1308737.82
PTM.HNO,PTM Automobile Service Trading and Manufacturing JSC,Vietnam,3120300.75,,,,2.03,,0,2191688.11,1.83,,,1800810.88,0,521217.44,,-23712.72,
QST.HN,Quang Ninh Book and Educational Equipment JSC,Vietnam,725026.85,,0.38,7.33,0.41,10.84,0.43,1241737.95,0.9,0.27,0.62,1466165.63,0.12,3001463.63,117659.63,-75036.05,67138.07
VHL.HN,Viglacera Ha Long JSC,Vietnam,30433225.92,6.13,0.52,4.13,0.58,8.99,0.29,41731940.06,1.48,0.28,1.14,46597215.74,0.04,69460965.56,4473563.84,-7252617.51,4689839.86
NBB.HM,577 Investment Corp,Vietnam,47130799.32,29.65,1.04,1577.21,33.72,25.01,0.55,103508863,0.83,0.52,1.66,157140922.5,,4300276.43,1752106.9,-460783.04,1884982.54
BCI.HM,Binh Chanh Construction Investment Shareholding Co,Vietnam,91206739.35,7.65,0.23,9.42,5.13,7.57,0.2,111242563.2,1.02,0.7,5.99,149557067.9,0.04,20590786.02,13029509.33,-930250.76,12147019.48
HLC.HN,Vinacomin Ha Lam Coal JSC,Vietnam,8758370.58,9.12,9.56,6.32,1.16,8,0.94,123706910.8,0.68,0.23,0.52,142366753.1,0.1,99875893.42,1375445.65,-26730989.82,1013932.39
VST.HNO,Viet Nam Sea Transport and Chartering JSC,Vietnam,2640500.22,,,,1.94,,1,89887445.15,0.85,,,84746330.79,0,38821442.14,,-1020458.55,
PNJ.HM,Phu Nhuan Jewelry JSC,Vietnam,285884417.3,31.86,0.9,10.1,0.96,45.8,0.15,340820675.3,4.42,0.09,1.51,132352732.9,0.02,342898250.7,6775036.15,-3130100.1,6360431.59
SDP.HN,Petro Song Da Trading and Investment JSC,Vietnam,2039443.93,21.2,1.99,8.52,0.45,30.7,0.89,12567186.22,0.31,0.93,1.04,32646882.13,0,31603035.07,107480.41,,67860.47
ICG.HN,Song Hong Construction JSC,Vietnam,6355173.65,7.31,0,4.78,0.51,8.59,0,3055431.09,0.51,1.66,4.01,15219325.66,0.07,5890579.89,797475.58,-208887.46,199094.67
SHB.HN,Sai Gon Ha Noi Commercial Joint Stock Bank,Vietnam,267320942.2,7.75,0,1.83,0.21,6.84,0,120450230,0.52,,,9106056050,0,,35371708.19,-4650756.23,39245777.94
HVT.HN,Viet Tri Chemical JSC,Vietnam,8079204.98,8.66,1.99,4.98,0.86,11.17,0.61,20388102.26,1.3,0.38,0.51,20037179.78,0.07,21694120.46,810460.64,-4910006.24,744878.56
SDD.HN,Song Da Investment and Construction JSC,Vietnam,2005931.58,309.74,0.96,65.56,4.94,,0.79,9192771.84,0.28,0.54,0.73,16433668.33,0,2960263.8,5287.54,-843756.87,
HCM.HM,Ho Chi Minh City Securities Corp,Vietnam,180973346,18.37,0.29,14.26,6.68,17.87,0.06,187821085.7,1.76,3.6,3.6,138059335.8,0.04,26296217.87,9488883.46,-409092.97,10393766.59
VC1.HN,Construction JSC No 1,Vietnam,5158754.03,10.25,0,1.09,0.19,9.62,0.07,3168946.85,0.51,1.04,1.68,25751147.16,0.15,16348741.15,531361.52,-23455.19,538515.03
BHC.HNO,Bien Hoa Concrete JSC,Vietnam,503490.87,,,,,,0.88,3130938.3,-0.5,0.32,0.47,6926630.18,0,3762085.86,-768915.07,-52159.59,
ECI.HN,Education Cartography and Illustration JSC,Vietnam,1189402.08,8.13,0,4.17,0.3,8.63,0,713700.92,0.87,4.92,5.87,1602490.88,0.09,2275492.76,129925.17,,138300.27
DZM.HN,Dzi An Manufacturing PLC,Vietnam,1376526.79,,0.7,6.73,0.78,,0.71,4704254.97,0.35,0.82,1.44,8560548.77,0,5542294.37,-81697.98,-217326.34,-17517.6
TMP.HM,Thac Mo Hydropower JSC,Vietnam,81453634.09,9.78,0.42,5.13,3.68,12.44,0.26,76053600.92,1.73,4.05,4.11,73202379.6,0.1,25132486.59,9442047.13,-7139576.75,6573455.12
SHS.HN,Sai Gon Ha Noi Securities JSC,Vietnam,29538131.04,6.17,0.5,-5.48,-1.58,5.66,,-36870373.69,0.64,2.21,2.21,127918821.1,0,23076470.65,5259701.03,-30549.15,5315702.21
BVH.HM,BaoViet Holdings,Vietnam,1903395302,31.97,0,,2.47,38.11,0,1810935585,3.4,,,2604651446,0.02,,52265632.57,-4806053.13,51732577.43
S74.HN,Song Da 7.04 JSC,Vietnam,1653061.22,35.59,0.43,5.89,0.27,,0.7,3874756.42,0.25,1,1.58,15134548.8,0,16499385.91,45834.37,-93123.25,-202100.48
VCB.HM,Joint Stock Commercial Bank for Foreign Trade of Viet Nam,Vietnam,5760852226,27,0,11.5,3.3,25.65,0,4853709104,2.75,,,29999761566,0.02,,237191592.5,-53115524.91,226272188.3
HOM.HN,Vicem Hoang Mai Cement JSC,Vietnam,20758665.41,7.84,0.66,4.26,0.57,6.39,0.57,46002229.26,0.49,0.42,0.68,82861955.37,0,78747890.83,2790202.07,-827336.75,3261536.88
CTG.HM,Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam,2899536308,15.4,0,3.29,0.95,12.81,0,1895395076,1.15,,,34674532340,0,,254309519.6,-85886610.32,232317103.8
AAM.HM,Mekong Fisheries JSC,Vietnam,4935834.28,46.04,0.2,14.4,0.18,54.74,0.45,2760385.31,0.45,2.44,3.91,14320897.08,0.1,15552980.82,114042.9,-38295.37,93994.5
DHC.HM,Dong Hai JSC of Bentre,Vietnam,39451837.41,6.17,0.17,5.83,1.21,7.52,0.06,34114459.71,1.84,1.13,1.69,18068390.44,0.04,28471385.88,3548851.78,-1243395.04,3788570.94
ABI.HNO,Agriculture Bank Insurance Joint Stock Corp,Vietnam,29116720.37,3.23,0,4.8,0.84,5.76,0,22858716.88,1.29,,,53592351.78,0.1,,5392412.76,-930757.48,1426949.41
MDC.HN,Vinacomin Mong Duong Coal JSC,Vietnam,5400627.28,1622.6,1.91,2.83,0.36,8.96,0.8,25640405.57,0.52,0.5,0.55,52794866.34,0,69677518.54,3804.47,-4101930.65,597705.45
NBP.HN,NinhBinh Thermal Power JSC,Vietnam,11515843.18,,0,2.94,0.31,4.29,0,10589187.07,0.9,2.45,3.13,16927506.84,0.08,32381202.6,2174233.08,-110520.52,2641767.52
CTS.HN,Vietnam Bank for Industry and Trade Securities JSC,Vietnam,26219811.4,7.62,0,-1.55,-0.67,6.93,,-7437916.74,0.58,19.8,19.8,46582593.74,0,10437242.9,3419538.17,-92927.77,3799811.67
CSM.HM,Southern Rubber Industry JSC,Vietnam,114288647.5,5.92,1.01,5.85,1.04,8.99,0.34,168751576.4,2,0.69,1.6,139905899.2,0.08,161751189.8,12897086.52,-6373080.8,13338776.26
D2D.HM,Industrial Urban Development JSC No 2,Vietnam,16451707.3,7.61,0.01,1.41,0.27,7.07,0,3347276.19,0.9,1.76,3.11,49189618.53,0.07,12323795.18,2403818.6,-1298089.34,2247227.63
EID.HN,Ha Noi Education Development and Investment JSC,Vietnam,9062835.66,6.55,0.4,6.74,0.71,6.37,0.4,15127125.47,1.02,0.76,1.64,16683985.47,0.13,21100706.65,1422983.9,-163081.2,1450522.85
VNT.HN,Van Cargoes and Foreign Trade Logistics JSC,Vietnam,12368798.6,11.4,0.66,7.71,0.48,7.38,0.27,16316392.28,2.05,1.28,1.28,16008369.85,0.06,34653675.17,1285936.39,-820656.86,418007.18
KMT.HN,Central Vietnam Metal Corp,Vietnam,2776286.28,,1.98,28,0.22,9.62,0.9,20156034.47,0.51,1,1.07,23365575.99,0.04,84638875.78,145000.34,-595170.54,289624.15
SED.HN,Phuong Nam Education Investment and Development JSC,Vietnam,8324382.38,6.68,0.16,6.47,0.58,6.74,0.32,11587236.88,1.2,0.99,2.11,10717963.7,0.09,21177708.8,1324882.93,-80655.02,457632.83
PHR.HM,Phuoc Hoa Rubber JSC,Vietnam,69202198.62,6.04,0.29,17.84,1.58,7.57,0.35,80639358.58,0.73,0.95,1.14,146813690.9,0.13,54594504.75,9565884.96,-6427744.33,7692189.31
VNL.HM,Vinalink International Freight Forwarders,Vietnam,9667024.7,8.06,0,4.36,0.13,7.68,0,4356956.66,1.13,3.08,3.08,15074463.63,0.08,33241458.46,1629694.5,-193129.45,494521.26
BKC.HN,BacKan Mineral Joint Stock Corp,Vietnam,5568381.53,6.98,0.4,7.03,1.47,9.41,0.33,8016829.43,0.84,0.46,0.98,10766232.33,,5645000.68,920542.33,-2096191.09,594133.73
DIG.HM,Development Investment Construction JSC,Vietnam,92288704.55,206.24,0.53,404.8,4.34,207.75,0.43,162181311.4,0.8,0.78,3.22,226392788.5,0,29147030.55,614324.71,-833981.82,811326.72
PVX.HN,PetroVietnam Construction Joint Stock Corp,Vietnam,44754744,68.62,2.39,14.45,0.4,73.34,0.59,204855341.6,0.8,0.48,0.94,661155186.4,,526525625.3,1009405.33,-4716686.53,612461.49
DAD.HN,Danang Education Investment and Development JSC,Vietnam,3649122.81,7.24,0.09,5.89,0.77,7.61,0.2,4495253.1,1.23,1.63,3.49,4134239.31,0.09,5802150.73,572780.08,-9421.71,153969.86
MAS.HN,Danang Airport Services JSC,Vietnam,18784901.18,11.55,0.25,6.63,1.71,10.39,0.02,18625041.01,7.4,0.8,0.97,4897308.81,0.09,10152758.27,1676769.9,-1262147.06,274560.94
VDS.HN,Viet Dragon Securities Corp,Vietnam,25375939.85,15.69,0.8,11.01,2.2,13.64,0.04,13675793.2,0.79,1.67,1.67,36644417.33,0,5625335.22,929405.04,-235969.92,1257525.11
HLG.HM,HOANG LONG Group,Vietnam,18209521.21,1.52,2.76,12.07,0.69,2.25,0.74,68021731.4,1.04,1.07,1.12,83731716.2,0,84202199.24,6185545.83,-795617.42,8193177.46
ATA.HM,Ntaco Corp,Vietnam,2953812.61,,3.71,,6.51,,0.83,18578257.67,0.43,0.96,2.49,30263029.34,0,3688577.53,-2135222.81,-2660.17,-2087530.94
VNI.HNO,Viet Nam Land Investment Corp,Vietnam,2174418.06,,1.76,146.12,21.35,,0.73,8488991.62,0.68,0.11,0.25,12390514.15,0,270760.36,-278747.01,,-536040.17
VPH.HM,Van Phat Hung Corp,Vietnam,20685378.6,3.23,0.8,27.39,3.08,3.83,0.48,34949775.54,0.75,0.59,1.89,74402880.88,0,11527562.08,4831680.58,-128022.43,5538004.34
RDP.HM,Rang Dong Plastic JSC,Vietnam,24347262.35,8.43,1.25,7.06,0.81,3.26,0.43,41779268.25,1.71,0.49,1.06,34064104.55,0,50301132.84,2666828.08,-4512700.44,2570803.24
SDU.HN,Song Da Urban Investment Construction and Development JSC,Vietnam,12083780.88,260.07,0.23,13.94,3.92,216.44,0.27,13856209.17,0.79,0.44,1.3,52969085.85,0,3358994.37,47893.18,,54932.78
NAG.HN,Nagakawa Vietnam JSC,Vietnam,3987533.83,6.49,0.5,8.49,0.47,7.95,0.46,6983122.28,0.51,1.32,2.19,12617684.47,0,14514980.15,470120.76,-134966.24,477974.19
TCO.HM,Duyen Hai Multi Modal Transport JSC,Vietnam,8675218.98,7.05,0,4,0.74,7.27,0,5575962.42,0.85,4.09,4.63,11687001.24,0.11,7700086.94,1210093.16,-933373.03,146022.94
MCG.HM,Vietnam Mechanization Electrification Construction JSC,Vietnam,7221401.72,9.31,1.14,6.37,2.51,10.45,0.87,31786823.33,0.27,0.66,1.18,92712417.86,0,16640191.82,1024527.13,-1893536.52,696004.99
PDC.HN,Phuong Dong Petroleum Tourism JSC,Vietnam,4632116,99.53,0.09,15.1,1.72,1066.72,0.13,4511012.15,0.76,0.87,0.93,8171591.23,,2896550.16,34861.34,-166435.23,4355.62
EFI.HN,Education Financial Investment JSC,Vietnam,3895452.92,10.9,0,,1.01,15.91,0,527209.6,0.54,56.36,56.36,7422413.97,,550301.25,294200.79,,
LGL.HM,Long Giang Investment and Urban Development JSC,Vietnam,7785914,17.78,0.51,6.03,3.68,22.61,0.55,17045911.93,0.54,0.84,1.91,36522875.71,0,5408409.09,519360.42,-284557.12,345714.32
PMC.HN,Pharmedic Pharmaceutical Medicinal JSC,Vietnam,22554553.44,8.58,0,4.4,1,10.52,0,17813299.94,2.39,2.99,4.02,11622544.29,0.04,17244602.67,2843560.29,-393476.06,1666055.95
TIC.HM,Tay Nguyen Electricity Investment JSC,Vietnam,11767777.61,7.23,0,22.5,11.73,8.12,0,11705128.77,1.15,2.05,2.06,11528406.6,0.11,883376.27,1446176.97,-10453.74,1444383.99
ITC.HM,Investment and Trading of Real Estate JSC,Vietnam,28571914.18,80.77,0.24,41.44,4.88,138.34,0.38,44474359.6,0.42,0.59,3.84,102715630.8,0,9465738.1,327062.94,0,238217.69
BED.HN,Danang Books and School Equipment JSC,Vietnam,5612244.9,19.03,0,14.91,1.66,25.89,0,5123224.82,2.85,2.19,3.21,2364791.17,0.03,3004343.31,215556.84,,62655.93
TV2.HN,Power Engineering Consulting JSC 2,Vietnam,19232610.54,3.88,0.25,-0.49,-0.04,7.37,,-1433757.85,2.62,1.22,1.32,29452308.02,0.01,31512560.17,2538269.75,-506808.31,2412810.91
SRC.HM,Sao Vang Rubber JSC,Vietnam,29157310.13,9.16,0.29,5.37,0.73,7.97,0.13,31604954.84,1.85,0.92,2.48,23845326.84,0.07,42716308.16,3311520.19,-519454.41,3648027.01
SRF.HM,Seaprodex Refrigeration Industry Corp,Vietnam,23986809.52,5.94,0.86,10.86,0.54,8.18,0.67,26752639.23,1.4,1.09,1.33,48961816.55,0.09,46453884.32,2906561.1,-260852.62,2901426.33
GGG.HNO,GiaiPhong Motor JSC,Vietnam,344985.89,,,50.97,1.74,,0.93,4771164.04,-0.11,,,4896764.29,,6132040.4,,0,-564349.86
SDH.HN,Song Da Infrastructure Construction JSC,Vietnam,2481948.17,,0.49,,7.39,,0.45,7133571.39,0.38,0.79,1.27,23809440.31,0,1282139.41,-885658.66,-453886.28,-1234923.27
HAD.HN,Hanoi Haiduong Beer JSC,Vietnam,8216971,8.8,0,2.9,0.54,10.05,0,4770429.23,1.2,4.8,5.94,7714419.9,0.05,8779326.19,948879.42,-216720.47,820925.56
TNM.HNO,Transportation Import Export and Construction JSC,Vietnam,508464.02,87.5,1.96,,,,,492043.73,,0.6,1.08,15074146.09,,7644280.43,7175,-355171.49,
DBT.HN,Ben Tre Pharmaceutical JSC,Vietnam,6478535.2,7.25,1.69,9.82,0.53,11.99,0.57,12646047.52,1.25,0.5,1.06,20030806.81,0.05,24560307.72,987686.52,-80931.45,
GTH.HNO,Thua Thien Hue Construction Transportation JSC,Vietnam,636618.33,5.35,2.46,,,,0.95,4268567.68,0.54,0.57,1,10544073.63,0.05,10302745.64,83788.1,-91531.59,
